Assignee,Task_Tag,task_count
A-2387,Testing & Verification,1
A-23870,Bug fixing / Maintenance,2
A-23871,Bug fixing / Maintenance,2
A-23873,Bug fixing / Maintenance,1
A-23873,Feature / Improvement Implementation,1
A-23875,Bug fixing / Maintenance,3
A-23876,Bug fixing / Maintenance,1
A-2388,Documentation,1
A-23880,Bug fixing / Maintenance,1
A-23881,Bug fixing / Maintenance,1
A-23882,Feature / Improvement Implementation,3
A-23882,Bug fixing / Maintenance,1
A-23883,Bug fixing / Maintenance,1
A-23885,Feature / Improvement Implementation,1
A-23886,Documentation,2
A-23886,Feature / Improvement Implementation,1
A-23887,Bug fixing / Maintenance,1
A-23888,Bug fixing / Maintenance,5
A-2389,Bug fixing / Maintenance,1
A-23890,Bug fixing / Maintenance,1
A-23892,Bug fixing / Maintenance,1
A-23893,Bug fixing / Maintenance,1
A-23898,Bug fixing / Maintenance,1
A-23899,Bug fixing / Maintenance,1
A-239,Bug fixing / Maintenance,107
A-239,Testing & Verification,35
A-239,Feature / Improvement Implementation,25
A-239,Documentation,14
A-239,Design & API Evolution,10
A-239,Build & Release Engineering,6
A-239,Project / General Task,4
A-239,Other,3
A-239,Performance Optimization,2
A-239,Code Refactoring & Cleanup,1
A-2390,Bug fixing / Maintenance,6
A-2390,Testing & Verification,1
A-23900,Documentation,1
A-23901,Bug fixing / Maintenance,1
A-23904,Bug fixing / Maintenance,1
A-23905,Bug fixing / Maintenance,1
A-23907,Bug fixing / Maintenance,1
A-2391,Bug fixing / Maintenance,1
A-23911,Bug fixing / Maintenance,1
A-23912,Bug fixing / Maintenance,1
A-23913,Bug fixing / Maintenance,1
A-23918,Bug fixing / Maintenance,1
A-23918,Other,1
A-2392,Design & API Evolution,1
A-23923,Bug fixing / Maintenance,1
A-23924,Bug fixing / Maintenance,2
A-23924,Feature / Improvement Implementation,2
A-23925,Bug fixing / Maintenance,1
A-23926,Bug fixing / Maintenance,2
A-23927,Bug fixing / Maintenance,1
A-23927,Performance Optimization,1
A-2393,Bug fixing / Maintenance,1
A-23931,Bug fixing / Maintenance,2
A-23934,Bug fixing / Maintenance,2
A-23936,Bug fixing / Maintenance,1
A-23936,Design & API Evolution,1
A-23938,Feature / Improvement Implementation,4
A-23938,Bug fixing / Maintenance,2
A-2394,Bug fixing / Maintenance,2
A-2394,Feature / Improvement Implementation,2
A-23940,Bug fixing / Maintenance,1
A-23941,Bug fixing / Maintenance,1
A-23942,Design & API Evolution,1
A-23944,Bug fixing / Maintenance,1
A-23947,Bug fixing / Maintenance,1
A-23948,Bug fixing / Maintenance,1
A-2395,Bug fixing / Maintenance,1
A-23950,Bug fixing / Maintenance,1
A-23951,Bug fixing / Maintenance,2
A-23954,Bug fixing / Maintenance,9
A-23954,Design & API Evolution,3
A-23954,Feature / Improvement Implementation,1
A-2396,Bug fixing / Maintenance,1
A-23961,Bug fixing / Maintenance,1
A-23962,Bug fixing / Maintenance,2
A-23963,Bug fixing / Maintenance,1
A-23964,Bug fixing / Maintenance,1
A-23965,Bug fixing / Maintenance,1
A-23966,Bug fixing / Maintenance,1
A-23967,Bug fixing / Maintenance,3
A-23967,Feature / Improvement Implementation,2
A-23969,Bug fixing / Maintenance,5
A-23969,Feature / Improvement Implementation,4
A-2397,Feature / Improvement Implementation,1
A-23970,Bug fixing / Maintenance,2
A-23971,Feature / Improvement Implementation,1
A-23972,Bug fixing / Maintenance,1
A-23973,Bug fixing / Maintenance,3
A-23974,Bug fixing / Maintenance,1
A-23975,Bug fixing / Maintenance,1
A-23976,Bug fixing / Maintenance,1
A-23977,Feature / Improvement Implementation,1
A-2398,Bug fixing / Maintenance,1
A-23980,Bug fixing / Maintenance,1
A-23981,Bug fixing / Maintenance,1
A-23982,Bug fixing / Maintenance,1
A-23983,Bug fixing / Maintenance,4
A-23983,Testing & Verification,1
A-23984,Bug fixing / Maintenance,5
A-23984,Design & API Evolution,3
A-23984,Documentation,2
A-23984,Feature / Improvement Implementation,1
A-23984,Testing & Verification,1
A-23986,Bug fixing / Maintenance,4
A-23986,Documentation,1
A-23987,Bug fixing / Maintenance,1
A-23988,Bug fixing / Maintenance,1
A-23989,Bug fixing / Maintenance,24
A-23989,Feature / Improvement Implementation,2
A-23989,Testing & Verification,2
A-23989,Build & Release Engineering,1
A-2399,Feature / Improvement Implementation,1
A-23990,Bug fixing / Maintenance,3
A-23990,Documentation,2
A-23990,Feature / Improvement Implementation,2
A-23990,Design & API Evolution,1
A-23993,Bug fixing / Maintenance,1
A-23994,Bug fixing / Maintenance,1
A-23995,Bug fixing / Maintenance,6
A-23995,Documentation,1
A-23995,Feature / Improvement Implementation,1
A-23995,Testing & Verification,1
A-23996,Bug fixing / Maintenance,1
A-23996,Documentation,1
A-23997,Bug fixing / Maintenance,9
A-23997,Feature / Improvement Implementation,4
A-23998,Bug fixing / Maintenance,4
A-23999,Bug fixing / Maintenance,1
A-24,Documentation,1
A-24,Feature / Improvement Implementation,1
A-240,Bug fixing / Maintenance,3
A-240,Documentation,1
A-240,Feature / Improvement Implementation,1
A-240,Testing & Verification,1
A-2400,Feature / Improvement Implementation,4
A-2400,Bug fixing / Maintenance,2
A-2400,Build & Release Engineering,1
A-2400,Code Refactoring & Cleanup,1
A-2400,Performance Optimization,1
A-24000,Bug fixing / Maintenance,1
A-24001,Design & API Evolution,1
A-24002,Documentation,2
A-24003,Bug fixing / Maintenance,1
A-24004,Bug fixing / Maintenance,12
A-24004,Feature / Improvement Implementation,1
A-24005,Feature / Improvement Implementation,1
A-24007,Bug fixing / Maintenance,1
A-24007,Project / General Task,1
A-24008,Bug fixing / Maintenance,1
A-2401,Bug fixing / Maintenance,3
A-2401,Feature / Improvement Implementation,2
A-2401,Build & Release Engineering,1
A-24010,Bug fixing / Maintenance,2
A-24011,Bug fixing / Maintenance,1
A-24012,Bug fixing / Maintenance,3
A-24012,Feature / Improvement Implementation,1
A-24013,Bug fixing / Maintenance,1
A-24014,Bug fixing / Maintenance,6
A-24014,Documentation,1
A-24015,Feature / Improvement Implementation,2
A-24015,Build & Release Engineering,1
A-24016,Bug fixing / Maintenance,5
A-24016,Feature / Improvement Implementation,2
A-24016,Design & API Evolution,1
A-24016,Testing & Verification,1
A-24017,Bug fixing / Maintenance,1
A-24018,Bug fixing / Maintenance,36
A-24018,Feature / Improvement Implementation,12
A-24018,Project / General Task,2
A-24018,Design & API Evolution,1
A-24019,Bug fixing / Maintenance,1
A-24019,Feature / Improvement Implementation,1
A-2402,Bug fixing / Maintenance,2
A-24020,Bug fixing / Maintenance,3
A-24022,Bug fixing / Maintenance,1
A-24023,Bug fixing / Maintenance,1
A-24024,Bug fixing / Maintenance,1
A-24025,Bug fixing / Maintenance,2
A-24026,Bug fixing / Maintenance,3
A-24026,Feature / Improvement Implementation,1
A-24027,Bug fixing / Maintenance,1
A-24029,Bug fixing / Maintenance,5
A-24029,Feature / Improvement Implementation,2
A-2403,Build & Release Engineering,1
A-2403,Feature / Improvement Implementation,1
A-24030,Bug fixing / Maintenance,1
A-24032,Bug fixing / Maintenance,1
A-24033,Bug fixing / Maintenance,1
A-24033,Documentation,1
A-24033,Testing & Verification,1
A-24034,Bug fixing / Maintenance,1
A-24035,Bug fixing / Maintenance,8
A-24035,Documentation,2
A-24035,Feature / Improvement Implementation,2
A-24036,Build & Release Engineering,1
A-24036,Documentation,1
A-24036,Feature / Improvement Implementation,1
A-24037,Bug fixing / Maintenance,1
A-24038,Bug fixing / Maintenance,1
A-24039,Bug fixing / Maintenance,3
A-24039,Feature / Improvement Implementation,2
A-2404,Testing & Verification,1
A-24040,Bug fixing / Maintenance,1
A-24040,Other,1
A-24041,Bug fixing / Maintenance,1
A-24042,Project / General Task,1
A-24043,Bug fixing / Maintenance,1
A-24044,Bug fixing / Maintenance,1
A-24045,Bug fixing / Maintenance,1
A-24047,Bug fixing / Maintenance,1
A-2405,Bug fixing / Maintenance,1
A-24050,Bug fixing / Maintenance,1
A-24051,Bug fixing / Maintenance,2
A-24052,Bug fixing / Maintenance,1
A-24053,Bug fixing / Maintenance,1
A-24054,Bug fixing / Maintenance,2
A-24054,Build & Release Engineering,1
A-24054,Documentation,1
A-24054,Feature / Improvement Implementation,1
A-24055,Bug fixing / Maintenance,4
A-24056,Bug fixing / Maintenance,1
A-24057,Bug fixing / Maintenance,1
A-24058,Bug fixing / Maintenance,2
A-24059,Bug fixing / Maintenance,2
A-24059,Feature / Improvement Implementation,1
A-2406,Feature / Improvement Implementation,2
A-24060,Bug fixing / Maintenance,1
A-24061,Bug fixing / Maintenance,1
A-24062,Bug fixing / Maintenance,1
A-24063,Bug fixing / Maintenance,1
A-24064,Bug fixing / Maintenance,1
A-24065,Bug fixing / Maintenance,3
A-24067,Bug fixing / Maintenance,2
A-24068,Bug fixing / Maintenance,1
A-24069,Bug fixing / Maintenance,1
A-24069,Feature / Improvement Implementation,1
A-2407,Feature / Improvement Implementation,2
A-24070,Bug fixing / Maintenance,1
A-24071,Bug fixing / Maintenance,1
A-24072,Bug fixing / Maintenance,2
A-24072,Feature / Improvement Implementation,2
A-24073,Bug fixing / Maintenance,1
A-24074,Bug fixing / Maintenance,1
A-24075,Bug fixing / Maintenance,29
A-24076,Bug fixing / Maintenance,1
A-24077,Bug fixing / Maintenance,1
A-24077,Feature / Improvement Implementation,1
A-24078,Bug fixing / Maintenance,1
A-2408,Bug fixing / Maintenance,1
A-24080,Bug fixing / Maintenance,1
A-24081,Other,1
A-24082,Bug fixing / Maintenance,1
A-24083,Bug fixing / Maintenance,4
A-24084,Bug fixing / Maintenance,1
A-24085,Feature / Improvement Implementation,6
A-24085,Bug fixing / Maintenance,3
A-24085,Design & API Evolution,3
A-24085,Other,2
A-24085,Build & Release Engineering,1
A-24085,Performance Optimization,1
A-24085,Testing & Verification,1
A-24086,Bug fixing / Maintenance,6
A-24086,Feature / Improvement Implementation,1
A-24087,Feature / Improvement Implementation,1
A-24088,Bug fixing / Maintenance,4
A-24088,Design & API Evolution,2
A-24088,Feature / Improvement Implementation,2
A-24089,Bug fixing / Maintenance,11
A-24089,Feature / Improvement Implementation,2
A-2409,Bug fixing / Maintenance,2
A-2409,Testing & Verification,1
A-24090,Feature / Improvement Implementation,1
A-24091,Bug fixing / Maintenance,2
A-24092,Bug fixing / Maintenance,2
A-24095,Bug fixing / Maintenance,1
A-24096,Bug fixing / Maintenance,1
A-24097,Bug fixing / Maintenance,1
A-24098,Bug fixing / Maintenance,1
A-241,Testing & Verification,9
A-241,Documentation,7
A-241,Bug fixing / Maintenance,3
A-241,Feature / Improvement Implementation,1
A-2410,Bug fixing / Maintenance,4
A-2410,Feature / Improvement Implementation,2
A-24100,Performance Optimization,1
A-24101,Bug fixing / Maintenance,2
A-24102,Bug fixing / Maintenance,1
A-24103,Bug fixing / Maintenance,1
A-24104,Bug fixing / Maintenance,2
A-24105,Design & API Evolution,1
A-24106,Bug fixing / Maintenance,1
A-24108,Bug fixing / Maintenance,5
A-24108,Testing & Verification,1
A-24109,Bug fixing / Maintenance,1
A-2411,Bug fixing / Maintenance,1
A-24110,Bug fixing / Maintenance,1
A-24112,Bug fixing / Maintenance,1
A-24112,Build & Release Engineering,1
A-24113,Bug fixing / Maintenance,1
A-24114,Bug fixing / Maintenance,1
A-24115,Build & Release Engineering,1
A-24116,Bug fixing / Maintenance,2
A-24117,Bug fixing / Maintenance,1
A-24118,Bug fixing / Maintenance,1
A-24119,Bug fixing / Maintenance,1
A-2412,Feature / Improvement Implementation,2
A-24120,Bug fixing / Maintenance,2
A-24120,Documentation,2
A-24120,Feature / Improvement Implementation,2
A-24121,Bug fixing / Maintenance,1
A-24122,Bug fixing / Maintenance,1
A-24124,Bug fixing / Maintenance,3
A-24125,Bug fixing / Maintenance,1
A-24126,Bug fixing / Maintenance,2
A-24127,Bug fixing / Maintenance,1
A-24128,Bug fixing / Maintenance,1
A-24129,Bug fixing / Maintenance,1
A-2413,Bug fixing / Maintenance,1
A-2413,Feature / Improvement Implementation,1
A-24130,Bug fixing / Maintenance,2
A-24130,Documentation,1
A-24131,Feature / Improvement Implementation,2
A-24131,Bug fixing / Maintenance,1
A-24132,Bug fixing / Maintenance,1
A-24133,Documentation,1
A-24134,Bug fixing / Maintenance,1
A-24135,Feature / Improvement Implementation,1
A-24136,Documentation,4
A-24137,Bug fixing / Maintenance,1
A-24138,Bug fixing / Maintenance,1
A-24139,Bug fixing / Maintenance,7
A-2414,Bug fixing / Maintenance,4
A-24140,Bug fixing / Maintenance,1
A-24141,Bug fixing / Maintenance,9
A-24141,Documentation,3
A-24141,Build & Release Engineering,2
A-24141,Feature / Improvement Implementation,2
A-24142,Bug fixing / Maintenance,1
A-24145,Bug fixing / Maintenance,1
A-24146,Documentation,1
A-24147,Bug fixing / Maintenance,1
A-24147,Feature / Improvement Implementation,1
A-24148,Bug fixing / Maintenance,2
A-24149,Bug fixing / Maintenance,1
A-2415,Bug fixing / Maintenance,5
A-2415,Feature / Improvement Implementation,2
A-2415,Testing & Verification,2
A-2415,Build & Release Engineering,1
A-2415,Other,1
A-2415,Performance Optimization,1
A-24150,Bug fixing / Maintenance,8
A-24150,Feature / Improvement Implementation,6
A-24150,Build & Release Engineering,1
A-24151,Bug fixing / Maintenance,1
A-24152,Documentation,1
A-24153,Bug fixing / Maintenance,1
A-24153,Feature / Improvement Implementation,1
A-24154,Bug fixing / Maintenance,1
A-24155,Bug fixing / Maintenance,1
A-24156,Bug fixing / Maintenance,2
A-24156,Documentation,2
A-24157,Bug fixing / Maintenance,4
A-24158,Bug fixing / Maintenance,2
A-24158,Project / General Task,1
A-24159,Bug fixing / Maintenance,2
A-24159,Feature / Improvement Implementation,1
A-2416,Bug fixing / Maintenance,1
A-24160,Bug fixing / Maintenance,1
A-24161,Bug fixing / Maintenance,2
A-24162,Bug fixing / Maintenance,1
A-24163,Bug fixing / Maintenance,1
A-24164,Bug fixing / Maintenance,1
A-24165,Bug fixing / Maintenance,2
A-24165,Documentation,1
A-24166,Bug fixing / Maintenance,2
A-24167,Documentation,1
A-24168,Bug fixing / Maintenance,11
A-24168,Feature / Improvement Implementation,11
A-24169,Testing & Verification,1
A-2417,Testing & Verification,11
A-2417,Bug fixing / Maintenance,5
A-2417,Build & Release Engineering,2
A-2417,Feature / Improvement Implementation,1
A-24170,Bug fixing / Maintenance,1
A-24171,Bug fixing / Maintenance,1
A-24172,Bug fixing / Maintenance,1
A-24173,Bug fixing / Maintenance,1
A-24174,Bug fixing / Maintenance,1
A-24175,Bug fixing / Maintenance,2
A-24176,Bug fixing / Maintenance,1
A-24178,Bug fixing / Maintenance,4
A-24178,Feature / Improvement Implementation,3
A-24179,Bug fixing / Maintenance,1
A-2418,Bug fixing / Maintenance,2
A-24180,Documentation,2
A-24180,Feature / Improvement Implementation,2
A-24180,Testing & Verification,2
A-24181,Bug fixing / Maintenance,1
A-24182,Bug fixing / Maintenance,1
A-24183,Bug fixing / Maintenance,1
A-24183,Feature / Improvement Implementation,1
A-24184,Bug fixing / Maintenance,3
A-24184,Feature / Improvement Implementation,2
A-24185,Build & Release Engineering,1
A-24185,Feature / Improvement Implementation,1
A-24186,Build & Release Engineering,1
A-24188,Bug fixing / Maintenance,1
A-24189,Bug fixing / Maintenance,1
A-2419,Bug fixing / Maintenance,5
A-2419,Feature / Improvement Implementation,3
A-24190,Bug fixing / Maintenance,3
A-24191,Bug fixing / Maintenance,2
A-24192,Feature / Improvement Implementation,1
A-24194,Bug fixing / Maintenance,1
A-24195,Feature / Improvement Implementation,1
A-24196,Feature / Improvement Implementation,1
A-24197,Bug fixing / Maintenance,3
A-24198,Bug fixing / Maintenance,1
A-24199,Testing & Verification,1
A-242,Bug fixing / Maintenance,5
A-242,Feature / Improvement Implementation,2
A-242,Other,2
A-242,Testing & Verification,1
A-2420,Feature / Improvement Implementation,15
A-2420,Bug fixing / Maintenance,14
A-2420,Other,3
A-2420,Testing & Verification,3
A-2420,Performance Optimization,2
A-2420,Documentation,1
A-2420,Project / General Task,1
A-24200,Feature / Improvement Implementation,1
A-24203,Feature / Improvement Implementation,4
A-24203,Bug fixing / Maintenance,3
A-24203,Testing & Verification,1
A-24204,Bug fixing / Maintenance,1
A-24205,Bug fixing / Maintenance,1
A-24207,Bug fixing / Maintenance,1
A-24208,Bug fixing / Maintenance,1
A-24209,Bug fixing / Maintenance,3
A-24209,Feature / Improvement Implementation,2
A-2421,Bug fixing / Maintenance,5
A-2421,Feature / Improvement Implementation,3
A-24211,Bug fixing / Maintenance,2
A-24211,Feature / Improvement Implementation,1
A-24212,Feature / Improvement Implementation,4
A-24212,Bug fixing / Maintenance,1
A-24213,Bug fixing / Maintenance,2
A-24213,Feature / Improvement Implementation,1
A-24214,Bug fixing / Maintenance,1
A-24215,Bug fixing / Maintenance,1
A-24216,Bug fixing / Maintenance,1
A-24218,Bug fixing / Maintenance,1
A-24219,Bug fixing / Maintenance,1
A-2422,Design & API Evolution,1
A-24220,Bug fixing / Maintenance,1
A-24222,Bug fixing / Maintenance,2
A-24223,Bug fixing / Maintenance,4
A-24224,Bug fixing / Maintenance,4
A-24225,Bug fixing / Maintenance,2
A-24225,Feature / Improvement Implementation,2
A-24226,Bug fixing / Maintenance,3
A-24227,Bug fixing / Maintenance,1
A-24227,Feature / Improvement Implementation,1
A-24227,Project / General Task,1
A-24229,Bug fixing / Maintenance,1
A-2423,Bug fixing / Maintenance,1
A-24230,Bug fixing / Maintenance,9
A-24230,Feature / Improvement Implementation,1
A-24231,Bug fixing / Maintenance,1
A-24233,Bug fixing / Maintenance,3
A-24234,Bug fixing / Maintenance,1
A-24237,Bug fixing / Maintenance,2
A-24238,Bug fixing / Maintenance,1
A-24239,Bug fixing / Maintenance,1
A-2424,Other,7
A-2424,Bug fixing / Maintenance,5
A-2424,Testing & Verification,1
A-24240,Bug fixing / Maintenance,1
A-24241,Bug fixing / Maintenance,1
A-24243,Feature / Improvement Implementation,2
A-24243,Bug fixing / Maintenance,1
A-24244,Bug fixing / Maintenance,1
A-24245,Bug fixing / Maintenance,6
A-24246,Bug fixing / Maintenance,1
A-24247,Bug fixing / Maintenance,3
A-24248,Bug fixing / Maintenance,1
A-24249,Bug fixing / Maintenance,1
A-2425,Bug fixing / Maintenance,2
