Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-13806,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-13807,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-13808,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13809,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1381,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13811,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13812,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13813,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-13814,2,2,Other,0,0,0,0,0,0,1,1,0,0
A-13815,6,3,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,2
A-13817,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-13818,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13819,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1382,12,2,Bug fixing / Maintenance,10,0,0,0,2,0,0,0,0,0
A-13820,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13821,12,3,Bug fixing / Maintenance,6,0,0,1,0,0,5,0,0,0
A-13822,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-13823,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-13824,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-13826,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13827,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-13828,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,1,0,0,0
A-13829,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1383,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-13830,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13831,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13832,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13833,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-13834,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13835,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13837,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,1,0,0,0
A-13838,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13839,10,1,Bug fixing / Maintenance,10,0,0,0,0,0,0,0,0,0
A-1384,3,2,Bug fixing / Maintenance,2,0,0,0,1,0,0,0,0,0
A-13840,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,1,0,0,0
A-13841,3,2,Testing & Verification,0,0,0,0,0,1,0,0,0,2
A-13842,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,1,0
A-13843,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-13844,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-13845,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13847,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13848,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13849,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1385,26,4,Bug fixing / Maintenance,14,1,0,0,1,0,0,0,0,10
A-13850,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13851,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-13853,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13854,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13856,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-13859,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,1,0,0
A-1386,48,4,Bug fixing / Maintenance,33,0,0,0,6,3,0,0,0,6
A-13860,6,3,Bug fixing / Maintenance,3,0,0,0,1,2,0,0,0,0
A-13861,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13862,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-13863,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13864,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-13865,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13866,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13867,31,3,Bug fixing / Maintenance,20,1,0,0,0,10,0,0,0,0
A-13868,5,3,Testing & Verification,1,0,0,0,1,0,0,0,0,3
A-13869,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1387,49,5,Bug fixing / Maintenance,30,0,0,1,7,5,0,0,0,6
A-13870,11,2,Feature / Improvement Implementation,4,0,0,0,0,7,0,0,0,0
A-13871,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13872,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13873,13,3,Bug fixing / Maintenance,6,2,0,0,0,5,0,0,0,0
A-13874,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13875,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-13876,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13877,14,4,Feature / Improvement Implementation,4,2,0,0,0,7,0,1,0,0
A-13878,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-13879,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1388,89,7,Bug fixing / Maintenance,57,7,0,0,3,13,1,0,1,7
A-13880,8,4,Bug fixing / Maintenance,5,0,0,1,0,1,0,0,0,1
A-13881,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13882,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-13883,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-13884,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-13885,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13886,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13887,6,3,Bug fixing / Maintenance,2,2,0,0,0,2,0,0,0,0
A-13888,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13889,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1389,99,7,Bug fixing / Maintenance,75,3,0,1,6,9,0,0,2,3
A-13890,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-13891,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13892,2,1,Testing & Verification,0,0,0,0,0,0,0,0,0,2
A-13893,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13894,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13895,5,2,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,0
A-13896,24,5,Bug fixing / Maintenance,11,3,1,0,1,8,0,0,0,0
A-13897,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13898,7,3,Feature / Improvement Implementation,2,0,0,1,0,4,0,0,0,0
A-13899,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-139,320,9,Bug fixing / Maintenance,114,13,2,12,22,23,39,4,0,91
A-1390,140,6,Bug fixing / Maintenance,117,5,0,3,5,8,0,0,0,2
A-13900,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13901,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13902,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13903,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13904,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13905,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13906,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13907,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13908,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13909,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-1391,168,7,Bug fixing / Maintenance,125,3,2,0,15,11,0,1,0,11
A-13910,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,1
A-13911,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13912,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-13913,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13914,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13915,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13916,24,4,Feature / Improvement Implementation,7,2,0,2,0,13,0,0,0,0
A-13917,2,2,Build & Release Engineering,0,1,0,1,0,0,0,0,0,0
A-13918,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-13919,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1392,71,7,Bug fixing / Maintenance,55,1,0,2,5,5,0,2,1,0
A-13920,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13921,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13922,7,3,Feature / Improvement Implementation,1,1,0,0,0,5,0,0,0,0
A-13923,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13924,3,2,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,1,0
A-13925,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-13926,13,6,Feature / Improvement Implementation,2,1,0,2,2,5,0,0,0,1
A-13927,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13928,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13929,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-1393,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-13930,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-13931,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13932,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13933,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13934,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-13935,3,2,Feature / Improvement Implementation,0,1,0,0,0,2,0,0,0,0
A-13936,9,2,Feature / Improvement Implementation,0,1,0,0,0,8,0,0,0,0
A-13937,3,1,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,0
A-13938,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-13939,2,1,Code Refactoring & Cleanup,0,0,2,0,0,0,0,0,0,0
A-1394,30,4,Bug fixing / Maintenance,21,0,0,0,6,2,0,0,1,0
A-13940,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-13941,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13942,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13943,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-13944,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13945,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-13946,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13947,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-13948,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-13949,2,1,Performance Optimization,0,0,0,0,0,0,0,2,0,0
A-1395,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-13950,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-13951,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-13952,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-13953,9,4,Bug fixing / Maintenance,3,3,0,0,0,2,0,0,0,1
A-13954,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13955,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13956,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-13957,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-13958,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-13959,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-1396,21,2,Bug fixing / Maintenance,16,0,0,0,0,5,0,0,0,0
A-13960,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13961,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13962,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13963,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13964,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13965,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13966,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13967,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13968,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13969,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-1397,6,3,Bug fixing / Maintenance,4,1,0,0,1,0,0,0,0,0
A-13970,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13971,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13972,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13973,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13974,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-13975,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13976,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13977,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13978,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13979,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-1398,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13980,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13981,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13982,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13983,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13984,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13985,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13986,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-13987,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13988,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13989,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1399,17,2,Bug fixing / Maintenance,16,0,0,0,1,0,0,0,0,0
A-13990,2,1,Documentation,0,0,0,0,2,0,0,0,0,0
A-13991,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13992,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-13993,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-13994,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13995,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13996,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-13997,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-13998,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-13999,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14,68,8,Bug fixing / Maintenance,25,12,0,7,3,12,0,1,1,7
A-140,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-1400,26,2,Bug fixing / Maintenance,25,0,0,0,1,0,0,0,0,0
A-14000,41,3,Bug fixing / Maintenance,31,0,0,0,4,0,0,0,0,6
A-14001,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-14002,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14006,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14007,4,3,Bug fixing / Maintenance,2,1,0,0,0,1,0,0,0,0
A-1401,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-14011,15,5,Bug fixing / Maintenance,7,1,0,1,0,5,0,0,0,1
A-14012,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14013,38,4,Feature / Improvement Implementation,15,0,0,0,2,20,0,0,1,0
A-14014,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14015,3,2,Bug fixing / Maintenance,2,0,0,0,1,0,0,0,0,0
A-14018,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14019,6,3,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,2
A-1402,2172,10,Bug fixing / Maintenance,889,329,6,62,33,567,115,8,102,61
A-14020,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14021,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14022,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14023,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14024,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-14025,8,4,Bug fixing / Maintenance,3,1,0,0,1,3,0,0,0,0
A-14026,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-14029,6,3,Bug fixing / Maintenance,3,1,0,0,0,2,0,0,0,0
A-1403,1287,10,Other,165,138,7,97,95,273,315,15,48,134
A-14031,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14032,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14033,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14037,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14038,8,6,Bug fixing / Maintenance,3,1,1,1,0,1,0,0,1,0
A-1404,1093,10,Bug fixing / Maintenance,639,127,6,13,25,157,18,15,45,48
A-14041,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-14042,5,2,Build & Release Engineering,1,4,0,0,0,0,0,0,0,0
A-14045,3,3,Bug fixing / Maintenance,1,0,0,0,0,1,1,0,0,0
A-14047,6,2,Bug fixing / Maintenance,5,0,0,0,1,0,0,0,0,0
A-14048,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-14049,13,2,Bug fixing / Maintenance,11,0,0,0,0,2,0,0,0,0
A-1405,2603,10,Bug fixing / Maintenance,1241,338,17,101,63,713,18,18,47,47
A-14051,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-14052,2,1,Documentation,0,0,0,0,2,0,0,0,0,0
A-14055,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-14056,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14057,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14058,21,5,Feature / Improvement Implementation,7,3,0,1,0,8,0,0,0,2
A-14059,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-1406,55,7,Bug fixing / Maintenance,33,2,1,0,1,14,2,2,0,0
A-14061,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14063,4,3,Testing & Verification,1,0,0,0,0,1,0,0,0,2
A-14066,3,2,Bug fixing / Maintenance,2,1,0,0,0,0,0,0,0,0
A-14068,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14069,5,3,Bug fixing / Maintenance,2,0,0,0,0,2,0,1,0,0
A-1407,163,8,Bug fixing / Maintenance,82,20,0,6,5,22,23,0,2,3
A-14070,9,3,Bug fixing / Maintenance,4,0,0,0,0,4,0,0,1,0
A-14074,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14077,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-14078,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1408,57,6,Other,17,1,0,1,0,4,33,0,0,1
A-14081,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14082,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-14083,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-1409,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-141,17,6,Feature / Improvement Implementation,1,0,0,4,0,7,3,1,0,1
A-1410,50,4,Bug fixing / Maintenance,46,0,0,2,1,0,0,0,1,0
A-14103,2,2,Build & Release Engineering,0,1,0,0,1,0,0,0,0,0
A-14104,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-14105,3,2,Bug fixing / Maintenance,2,1,0,0,0,0,0,0,0,0
A-14108,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14109,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1411,33,5,Bug fixing / Maintenance,24,3,0,0,0,0,1,0,3,2
A-14112,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-14116,3,2,Other,1,0,0,0,0,0,2,0,0,0
A-14117,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-14118,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-1412,179,10,Feature / Improvement Implementation,50,33,1,7,11,54,5,1,4,13
A-14124,26,5,Bug fixing / Maintenance,19,1,0,0,0,2,1,0,0,3
A-14125,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14128,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1413,55,9,Bug fixing / Maintenance,18,5,2,9,4,9,5,0,1,2
A-14133,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14134,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14136,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-14137,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-14138,11,3,Bug fixing / Maintenance,7,0,0,0,1,0,0,0,0,3
A-1414,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-14141,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14142,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-14143,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-14144,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14145,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14146,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-14147,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-14148,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-1415,107,8,Bug fixing / Maintenance,35,8,0,2,2,20,30,0,6,4
A-14150,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14157,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-1416,6,4,Build & Release Engineering,1,3,0,0,0,1,0,0,0,1
A-14161,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-14162,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14163,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14165,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14166,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14168,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-14169,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1417,34,6,Bug fixing / Maintenance,15,1,0,0,1,0,8,0,2,7
A-14170,7,3,Bug fixing / Maintenance,3,0,0,0,2,2,0,0,0,0
A-14172,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14174,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-14175,39,5,Bug fixing / Maintenance,19,0,0,3,4,12,0,1,0,0
A-14176,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-14178,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14179,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-1418,61,9,Bug fixing / Maintenance,14,7,2,4,2,10,9,0,11,2
A-14180,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14181,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14182,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14183,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14184,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14185,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-14186,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-14188,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14189,16,4,Feature / Improvement Implementation,4,3,0,0,3,6,0,0,0,0
A-1419,7,4,Bug fixing / Maintenance,3,1,0,2,0,0,0,0,1,0
A-14190,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-14191,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14192,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14194,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-14195,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14196,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-14197,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-14198,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
